event_id,year,month,date_start,event_type,county,fips,magnitude,magnitude_type,tor_f_scale,deaths_direct,injuries_direct,damage_property_usd,latitude,longitude
5131031,2000,January,2000-01-03 12:15:00,Tornado,LEFLORE,28083,,,F1,0,0,45000.0,33.63333,-90.36667
5131032,2000,January,2000-01-03 12:20:00,Thunderstorm Wind,LEFLORE,28083,,,,0,0,50000.0,33.5,-90.33333
5131034,2000,January,2000-01-03 13:00:00,Thunderstorm Wind,SUNFLOWER,28133,,,,0,0,2000.0,,
5131033,2000,January,2000-01-03 13:10:00,Thunderstorm Wind,WARREN,28149,,,,0,0,1000.0,32.4,-90.88333
5129620,2000,January,2000-01-03 13:30:00,Tornado,YALOBUSHA,28161,,,F2,0,0,100000.0,34.16667,-89.55
5131036,2000,January,2000-01-03 13:35:00,Thunderstorm Wind,WARREN,28149,,,,0,0,1000.0,32.48333,-90.7
5129728,2000,January,2000-01-03 13:40:00,Tornado,LAFAYETTE,28071,,,F2,0,3,100000.0,34.18333,-89.51667
5131035,2000,January,2000-01-03 13:45:00,Thunderstorm Wind,LEFLORE,28083,,,,0,0,1000.0,33.51667,-90.18333
5129729,2000,January,2000-01-03 14:00:00,Tornado,UNION,28145,,,F3,0,4,250000.0,34.38333,-89.25
5131039,2000,January,2000-01-03 16:30:00,Thunderstorm Wind,SIMPSON,28127,,,,0,0,1000.0,31.8,-89.88333
5131037,2000,January,2000-01-03 17:10:00,Thunderstorm Wind,SMITH,28129,,,,0,0,1000.0,32.06667,-89.53333
5131038,2000,January,2000-01-03 17:14:00,Thunderstorm Wind,SMITH,28129,,,,0,0,1000.0,,
5131040,2000,January,2000-01-03 17:29:00,Tornado,JASPER,28061,,,F2,0,0,125000.0,,
5132822,2000,January,2000-01-03 17:33:00,Tornado,NEWTON,28101,,,F1,0,0,40000.0,,
5132823,2000,January,2000-01-03 18:05:00,Thunderstorm Wind,LAUDERDALE,28075,,,,0,0,3000.0,,
5132066,2000,January,2000-01-03 18:21:00,Tornado,WILKINSON,28157,,,F0,0,0,500.0,31.1,-91.26667
5132067,2000,January,2000-01-03 18:21:00,Thunderstorm Wind,AMITE,28005,,,,0,0,3000.0,31.33333,-90.7
5132924,2000,January,2000-01-03 18:25:00,Thunderstorm Wind,FRANKLIN,28037,,,,0,0,40000.0,31.38333,-90.75
5132824,2000,January,2000-01-03 19:15:00,Thunderstorm Wind,LINCOLN,28085,,,,0,0,35000.0,31.58333,-90.45
5131734,2000,January,2000-01-03 19:35:00,Thunderstorm Wind,JONES,28067,,,,0,0,2000.0,31.7,-89.13333
5132925,2000,January,2000-01-03 19:55:00,Thunderstorm Wind,SIMPSON,28127,,,,0,0,5000.0,31.86667,-89.73333
5131738,2000,January,2000-01-03 20:20:00,Thunderstorm Wind,SMITH,28129,,,,0,0,2000.0,,
5131735,2000,January,2000-01-03 20:45:00,Thunderstorm Wind,COVINGTON,28031,,,,0,0,2000.0,31.61667,-89.61667
5131743,2000,January,2000-01-03 23:20:00,Hail,NESHOBA,28099,1.0,,,0,0,0.0,32.76667,-89.11667
5128036,2000,January,2000-01-04 00:05:00,Thunderstorm Wind,GREENE,28041,50.0,E,,0,0,4000.0,31.15,-88.56667
5133436,2000,January,2000-01-04 01:35:00,Thunderstorm Wind,JACKSON,28059,,,,0,0,1000.0,30.41667,-88.81667
5131739,2000,January,2000-01-09 19:00:00,Thunderstorm Wind,COVINGTON,28031,,,,0,0,1000.0,,
5131740,2000,January,2000-01-09 19:16:00,Hail,JONES,28067,0.88,,,0,0,0.0,,
5131741,2000,January,2000-01-09 21:25:00,Thunderstorm Wind,MARION,28091,,,,0,0,5000.0,31.23333,-89.88333
5131742,2000,January,2000-01-09 21:37:00,Hail,LAMAR,28073,0.88,,,0,0,0.0,31.31667,-89.56667
5131744,2000,January,2000-01-09 23:50:00,Thunderstorm Wind,SCOTT,28123,,,,0,0,2000.0,32.38333,-89.55
5131745,2000,January,2000-01-10 01:05:00,Thunderstorm Wind,LEAKE,28079,,,,0,0,2000.0,,
5128041,2000,January,2000-01-23 18:40:00,Thunderstorm Wind,STONE,28131,50.0,E,,0,0,5000.0,,
5128042,2000,January,2000-01-23 18:40:00,Hail,STONE,28131,0.75,,,0,0,0.0,,
5133798,2000,February,2000-02-13 14:43:00,Hail,DE SOTO,28033,0.75,,,0,0,1000.0,34.96667,-89.81667
5133799,2000,February,2000-02-13 15:20:00,Hail,COAHOMA,28027,2.75,,,0,0,7500.0,34.41667,-90.5
5133800,2000,February,2000-02-13 15:30:00,Hail,TUNICA,28143,0.75,,,0,0,10.0,34.5,-90.45
5141629,2000,February,2000-02-13 15:30:00,Thunderstorm Wind,PEARL RIVER,28109,,,,0,0,2000.0,30.85,-89.51667
5135237,2000,February,2000-02-13 16:55:00,Thunderstorm Wind,HINDS,28049,,,,0,0,2000.0,32.3,-90.46667
5135238,2000,February,2000-02-13 17:10:00,Thunderstorm Wind,HINDS,28049,,,,0,0,2000.0,32.33333,-90.16667
5135239,2000,February,2000-02-13 17:15:00,Thunderstorm Wind,MADISON,28089,,,,0,0,2000.0,32.61667,-90.03333
5135240,2000,February,2000-02-13 17:20:00,Thunderstorm Wind,RANKIN,28121,,,,0,0,5000.0,32.28333,-90.11667
5135241,2000,February,2000-02-13 17:30:00,Thunderstorm Wind,RANKIN,28121,,,,0,0,15000.0,32.26667,-89.98333
5134731,2000,February,2000-02-13 18:30:00,Thunderstorm Wind,NESHOBA,28099,,,,0,0,40000.0,32.68333,-89.11667
5134732,2000,February,2000-02-13 18:35:00,Thunderstorm Wind,NESHOBA,28099,,,,0,0,5000.0,32.7,-89.03333
5134733,2000,February,2000-02-13 19:05:00,Thunderstorm Wind,NOXUBEE,28103,,,,0,0,5000.0,33.11667,-88.4
5133801,2000,February,2000-02-13 20:30:00,Hail,DE SOTO,28033,0.75,,,0,0,10.0,34.96667,-89.81667
5133802,2000,February,2000-02-13 20:45:00,Hail,TATE,28137,0.88,,,0,0,50.0,34.56667,-90.21667
5133803,2000,February,2000-02-13 20:50:00,Hail,MARSHALL,28093,0.88,,,0,0,50.0,34.88333,-89.68333
5133804,2000,February,2000-02-13 21:07:00,Hail,CALHOUN,28013,1.0,,,0,0,100.0,33.85,-89.31667
5133805,2000,February,2000-02-13 22:22:00,Hail,ALCORN,28003,0.75,,,0,0,10.0,34.93333,-88.51667
5133806,2000,February,2000-02-13 22:30:00,Hail,PONTOTOC,28115,0.75,,,0,0,10.0,34.38333,-89.03333
5134734,2000,February,2000-02-17 09:00:00,Hail,BOLIVAR,28011,0.75,,,0,0,0.0,33.88333,-90.73333
5133807,2000,February,2000-02-17 09:55:00,Hail,TALLAHATCHIE,28135,0.75,,,0,0,10.0,33.91667,-90.06667
5134735,2000,February,2000-02-17 17:10:00,Hail,SMITH,28129,0.88,,,0,0,0.0,32.03333,-89.63333
5134736,2000,February,2000-02-17 17:35:00,Hail,SMITH,28129,0.88,,,0,0,0.0,32.15,-89.53333
5134738,2000,February,2000-02-17 17:40:00,Thunderstorm Wind,SMITH,28129,,,,0,0,1000.0,32.06667,-89.53333
5134737,2000,February,2000-02-17 17:55:00,Hail,SMITH,28129,0.88,,,0,0,0.0,32.15,-89.38333
5134739,2000,February,2000-02-17 18:00:00,Thunderstorm Wind,NEWTON,28101,,,,0,0,1000.0,32.26667,-89.16667
5133811,2000,February,2000-02-18 15:30:00,Hail,DE SOTO,28033,0.75,,,0,0,10.0,34.96667,-90.03333
5133812,2000,February,2000-02-18 16:14:00,Tornado,MARSHALL,28093,,,F0,0,0,0.0,35.0,-89.51667
5134740,2000,February,2000-02-18 16:15:00,Thunderstorm Wind,BOLIVAR,28011,,,,0,0,100000.0,33.8,-90.86667
5134742,2000,February,2000-02-18 16:30:00,Thunderstorm Wind,SUNFLOWER,28133,,,,0,0,100000.0,33.86667,-90.5
5134741,2000,February,2000-02-18 16:30:00,Thunderstorm Wind,SUNFLOWER,28133,,,,0,0,150000.0,33.81667,-90.53333
5133813,2000,February,2000-02-18 17:00:00,Hail,TALLAHATCHIE,28135,0.75,,,0,0,10.0,33.91667,-90.06667
5134743,2000,February,2000-02-18 17:06:00,Hail,WASHINGTON,28151,0.75,,,0,0,0.0,33.4,-91.05
5134744,2000,February,2000-02-18 17:15:00,Tornado,GRENADA,28043,,,F0,0,0,5000.0,33.88333,-89.85
5133814,2000,February,2000-02-18 17:19:00,Tornado,YALOBUSHA,28161,,,F0,0,0,0.0,33.93333,-89.88333
5133815,2000,February,2000-02-18 17:50:00,Thunderstorm Wind,CALHOUN,28013,,,,0,0,5000.0,33.85,-89.31667
5134745,2000,February,2000-02-18 18:00:00,Thunderstorm Wind,LEFLORE,28083,,,,0,0,1000.0,33.51667,-90.33333
5133816,2000,February,2000-02-18 18:05:00,Hail,CALHOUN,28013,0.75,,,0,0,10.0,33.85,-89.31667
5133817,2000,February,2000-02-18 18:15:00,Tornado,ALCORN,28003,,,F0,0,0,0.0,34.96667,-88.38333
5134746,2000,February,2000-02-18 18:30:00,Thunderstorm Wind,CARROLL,28015,,,,0,0,20000.0,33.45,-89.85
5134747,2000,February,2000-02-18 18:36:00,Thunderstorm Wind,MONTGOMERY,28097,,,,0,0,2000.0,33.48333,-89.73333
5133818,2000,February,2000-02-18 18:40:00,Hail,CHICKASAW,28017,0.75,,,0,0,10.0,33.93333,-88.75
5133819,2000,February,2000-02-18 19:00:00,Hail,MONROE,28095,0.88,,,0,0,100.0,33.98333,-88.53333
5134748,2000,February,2000-02-18 20:13:00,Hail,OKTIBBEHA,28105,0.75,,,0,0,0.0,33.46667,-88.83333
5134749,2000,February,2000-02-18 20:25:00,Tornado,LOWNDES,28087,,,F0,0,0,0.0,33.45,-88.61667
5134750,2000,February,2000-02-18 20:40:00,Hail,LOWNDES,28087,1.0,,,0,0,0.0,33.5,-88.43333
5134751,2000,February,2000-02-18 21:05:00,Thunderstorm Wind,LEAKE,28079,,,,0,0,7000.0,32.81667,-89.53333
5134752,2000,February,2000-02-18 21:20:00,Thunderstorm Wind,NESHOBA,28099,,,,0,0,2000.0,32.76667,-89.25
5136141,2000,March,2000-03-03 16:40:00,Hail,JONES,28067,1.0,,,0,0,0.0,31.48333,-89.05
5128035,2000,March,2000-03-03 17:45:00,Hail,GREENE,28041,1.0,,,0,0,0.0,31.15,-88.56667
5137134,2000,March,2000-03-03 18:00:00,Tornado,GREENE,28041,,,F0,0,0,12000.0,31.26667,-88.7
5135880,2000,March,2000-03-10 13:10:00,Thunderstorm Wind,JEFFERSON,28063,,,,0,0,2000.0,31.71667,-91.06667
5135883,2000,March,2000-03-10 13:40:00,Hail,CARROLL,28015,1.0,,,0,0,0.0,33.33333,-89.75
5135881,2000,March,2000-03-10 13:41:00,Hail,HINDS,28049,1.5,,,0,0,0.0,32.33333,-90.6
5136306,2000,March,2000-03-10 13:55:00,Hail,WARREN,28149,1.75,,,0,0,20000.0,32.35,-90.73333
5135882,2000,March,2000-03-10 14:00:00,Hail,SUNFLOWER,28133,1.75,,,0,0,10000.0,33.35,-90.6
5136395,2000,March,2000-03-10 14:10:00,Hail,LEE,28081,0.88,,,0,0,100.0,34.43333,-88.66667
5135884,2000,March,2000-03-10 14:10:00,Hail,COVINGTON,28031,1.75,,,0,0,10000.0,31.63333,-89.55
5136396,2000,March,2000-03-10 14:29:00,Hail,LEE,28081,1.75,,,0,0,750.0,34.5,-88.63333
5135885,2000,March,2000-03-10 14:30:00,Hail,YAZOO,28163,0.75,,,0,0,0.0,32.63333,-90.36667
5135890,2000,March,2000-03-10 14:35:00,Hail,FRANKLIN,28037,1.75,,,0,0,5000.0,31.55,-90.9
5135891,2000,March,2000-03-10 14:35:00,Thunderstorm Wind,FRANKLIN,28037,,,,0,0,2000.0,31.55,-90.9
5135889,2000,March,2000-03-10 14:38:00,Hail,WASHINGTON,28151,1.0,,,0,0,0.0,33.01667,-91.01667
5136397,2000,March,2000-03-10 14:40:00,Hail,LEE,28081,0.88,,,0,0,50.0,34.45,-88.66667
5135887,2000,March,2000-03-10 14:40:00,Hail,YAZOO,28163,1.75,,,0,0,5000.0,32.63333,-90.36667
5135888,2000,March,2000-03-10 14:40:00,Thunderstorm Wind,YAZOO,28163,,,,0,0,2000.0,32.63333,-90.36667
5135886,2000,March,2000-03-10 14:45:00,Hail,CHOCTAW,28019,0.88,,,0,0,0.0,33.31667,-89.16667
5135893,2000,March,2000-03-10 14:45:00,Thunderstorm Wind,SMITH,28129,,,,0,0,3000.0,32.03333,-89.53333
5136398,2000,March,2000-03-10 14:47:00,Hail,PRENTISS,28117,1.75,,,0,0,750.0,34.5,-88.46667
5136399,2000,March,2000-03-10 14:49:00,Hail,UNION,28145,0.88,,,0,0,50.0,34.45,-88.86667
5136403,2000,March,2000-03-10 14:50:00,Hail,CALHOUN,28013,0.88,,,0,0,50.0,33.93333,-89.33333
5135894,2000,March,2000-03-10 14:55:00,Hail,LAWRENCE,28077,0.88,,,0,0,0.0,31.56667,-90.11667
5135974,2000,March,2000-03-10 15:00:00,Hail,LAWRENCE,28077,1.25,,,0,0,0.0,31.55,-90.11667
5135892,2000,March,2000-03-10 15:15:00,Hail,HINDS,28049,0.75,,,0,0,0.0,32.33333,-90.6
5135895,2000,March,2000-03-10 15:15:00,Hail,WASHINGTON,28151,1.75,,,0,0,8000.0,33.4,-91.05
5136400,2000,March,2000-03-10 15:20:00,Hail,TISHOMINGO,28141,1.75,,,0,0,750.0,34.56667,-88.21667
5135897,2000,March,2000-03-10 15:23:00,Hail,GRENADA,28043,0.75,,,0,0,0.0,33.78333,-89.81667
5136401,2000,March,2000-03-10 15:35:00,Hail,LEE,28081,0.75,,,0,0,750.0,34.31667,-88.81667
5135896,2000,March,2000-03-10 15:45:00,Hail,WARREN,28149,1.0,,,0,0,0.0,32.35,-90.88333
5135976,2000,March,2000-03-10 15:46:00,Hail,MADISON,28089,0.75,,,0,0,0.0,32.46667,-90.1
5136291,2000,March,2000-03-10 15:50:00,Hail,MADISON,28089,0.75,,,0,0,0.0,32.43333,-90.13333
5136286,2000,March,2000-03-10 15:54:00,Hail,WARREN,28149,1.0,,,0,0,0.0,32.35,-90.88333
5135977,2000,March,2000-03-10 15:55:00,Hail,MADISON,28089,0.88,,,0,0,0.0,32.46667,-90.1
5136402,2000,March,2000-03-10 16:00:00,Hail,MONROE,28095,1.0,,,0,0,100.0,33.73333,-88.45
5136285,2000,March,2000-03-10 16:05:00,Hail,LOWNDES,28087,1.75,,,0,0,5000.0,33.5,-88.43333
5135975,2000,March,2000-03-10 16:05:00,Hail,HINDS,28049,0.75,,,0,0,0.0,32.31667,-90.61667
5136290,2000,March,2000-03-10 16:27:00,Hail,SIMPSON,28127,1.75,,,0,0,8000.0,31.86667,-89.73333
5136287,2000,March,2000-03-10 16:30:00,Hail,WARREN,28149,0.75,,,0,0,0.0,32.2,-90.88333
5136289,2000,March,2000-03-10 16:30:00,Hail,HINDS,28049,1.0,,,0,0,0.0,32.33333,-90.6
5136288,2000,March,2000-03-10 16:40:00,Hail,WARREN,28149,1.75,,,0,0,8000.0,32.2,-90.88333
5136294,2000,March,2000-03-10 16:44:00,Hail,MONTGOMERY,28097,0.75,,,0,0,0.0,33.48333,-89.73333
5136292,2000,March,2000-03-10 17:10:00,Thunderstorm Wind,CLAIBORNE,28021,,,,0,0,10000.0,31.95,-90.85
5136295,2000,March,2000-03-10 17:15:00,Hail,WEBSTER,28155,1.0,,,0,0,0.0,33.53333,-89.28333
5136296,2000,March,2000-03-10 17:20:00,Hail,ADAMS,28001,1.0,,,0,0,0.0,31.56667,-91.4
5136297,2000,March,2000-03-10 17:25:00,Thunderstorm Wind,JEFFERSON,28063,,,,0,0,2000.0,31.63333,-91.21667
5136298,2000,March,2000-03-10 17:30:00,Hail,SCOTT,28123,0.88,,,0,0,0.0,32.35,-89.66667
5136293,2000,March,2000-03-10 17:30:00,Thunderstorm Wind,MADISON,28089,,,,0,0,5000.0,32.51667,-90.08333
5136305,2000,March,2000-03-10 17:55:00,Hail,HINDS,28049,1.0,,,0,0,0.0,32.1,-90.38333
5136299,2000,March,2000-03-10 17:58:00,Hail,FRANKLIN,28037,1.0,,,0,0,0.0,31.5,-91.06667
5136385,2000,March,2000-03-10 18:10:00,Thunderstorm Wind,HINDS,28049,,,,0,0,5000.0,32.4,-90.13333
5136300,2000,March,2000-03-10 18:15:00,Thunderstorm Wind,LINCOLN,28085,,,,0,0,3000.0,31.58333,-90.45
5136301,2000,March,2000-03-10 18:20:00,Hail,COPIAH,28029,1.0,,,0,0,0.0,31.86667,-90.4
5136303,2000,March,2000-03-10 18:20:00,Thunderstorm Wind,COPIAH,28029,,,,0,0,5000.0,31.86667,-90.4
5136386,2000,March,2000-03-10 18:25:00,Hail,NESHOBA,28099,1.75,,,0,0,15000.0,32.66667,-89.21667
5136307,2000,March,2000-03-10 18:30:00,Thunderstorm Wind,RANKIN,28121,,,,0,0,20000.0,32.25,-90.16667
5136302,2000,March,2000-03-10 18:45:00,Hail,LEAKE,28079,1.0,,,0,0,0.0,32.63333,-89.63333
5136304,2000,March,2000-03-10 18:45:00,Thunderstorm Wind,LEAKE,28079,,,,0,0,10000.0,32.63333,-89.63333
5136308,2000,March,2000-03-10 19:00:00,Hail,SIMPSON,28127,0.75,,,0,0,0.0,31.86667,-89.73333
5136694,2000,March,2000-03-10 19:00:00,Thunderstorm Wind,NESHOBA,28099,,,,0,0,5000.0,32.76667,-89.11667
5136695,2000,March,2000-03-10 19:00:00,Thunderstorm Wind,CLARKE,28023,,,,0,0,2000.0,31.85,-88.7
5136388,2000,March,2000-03-10 19:15:00,Thunderstorm Wind,COVINGTON,28031,,,,0,0,2000.0,31.75,-89.66667
5136689,2000,March,2000-03-10 19:15:00,Hail,COVINGTON,28031,1.0,,,0,0,0.0,31.63333,-89.55
5136387,2000,March,2000-03-10 19:25:00,Hail,JEFFERSON DAVIS,28065,0.75,,,0,0,0.0,31.53333,-89.8
5136692,2000,March,2000-03-10 19:27:00,Hail,NEWTON,28101,0.88,,,0,0,0.0,32.43333,-89.11667
5136693,2000,March,2000-03-10 19:27:00,Thunderstorm Wind,NEWTON,28101,,,,0,0,2000.0,32.43333,-89.11667
5136696,2000,March,2000-03-10 19:30:00,Thunderstorm Wind,JEFFERSON DAVIS,28065,,,,0,0,1000.0,31.6,-89.8
5136690,2000,March,2000-03-10 19:50:00,Thunderstorm Wind,LAUDERDALE,28075,,,,0,0,15000.0,32.36667,-88.71667
5136691,2000,March,2000-03-10 20:08:00,Thunderstorm Wind,LAUDERDALE,28075,,,,0,2,10000.0,32.36667,-88.71667
5141640,2000,March,2000-03-10 20:30:00,Hail,PIKE,28113,1.0,,,0,0,0.0,31.25,-90.46667
5137139,2000,March,2000-03-11 04:30:00,Hail,GEORGE,28039,1.75,,,0,0,0.0,30.91667,-88.58333
5136405,2000,March,2000-03-16 05:00:00,Flash Flood,COAHOMA,28027,,,,0,0,5000.0,,
5136698,2000,March,2000-03-18 15:13:00,Hail,LAWRENCE,28077,0.75,,,0,0,0.0,31.41667,-90.18333
5136699,2000,March,2000-03-18 17:03:00,Hail,JASPER,28061,0.88,,,0,0,0.0,32.15,-89.0
5136703,2000,March,2000-03-19 09:00:00,Thunderstorm Wind,JEFFERSON,28063,,,,0,0,5000.0,31.75,-91.03333
5136704,2000,March,2000-03-19 09:45:00,Thunderstorm Wind,COPIAH,28029,,,,0,0,2000.0,31.86667,-90.4
5136705,2000,March,2000-03-19 11:00:00,Thunderstorm Wind,RANKIN,28121,,,,0,0,1000.0,32.31667,-89.8
5136706,2000,March,2000-03-25 14:10:00,Hail,YAZOO,28163,1.75,,,0,0,15000.0,32.83333,-90.26667
5136708,2000,March,2000-03-27 00:05:00,Hail,WASHINGTON,28151,0.75,,,0,0,0.0,33.26667,-91.03333
5136710,2000,March,2000-03-27 01:15:00,Hail,YAZOO,28163,0.75,,,0,0,0.0,32.83333,-90.26667
5136709,2000,March,2000-03-27 01:20:00,Hail,WARREN,28149,0.75,,,0,0,0.0,32.48333,-90.81667
5136819,2000,March,2000-03-27 01:20:00,Thunderstorm Wind,WARREN,28149,,,,0,0,10000.0,32.35,-90.88333
5136711,2000,March,2000-03-27 01:45:00,Hail,HINDS,28049,0.75,,,0,0,0.0,32.33333,-90.33333
5136816,2000,March,2000-03-27 02:05:00,Hail,RANKIN,28121,0.75,,,0,0,0.0,32.26667,-89.98333
5141632,2000,March,2000-03-27 03:05:00,Thunderstorm Wind,WILKINSON,28157,,,,0,0,500.0,31.1,-91.06667
5142062,2000,March,2000-03-27 03:15:00,Thunderstorm Wind,AMITE,28005,,,,0,0,12000.0,31.18333,-90.8
5136817,2000,March,2000-03-27 04:28:00,Thunderstorm Wind,FORREST,28035,,,,0,0,2000.0,31.31667,-89.31667
5136818,2000,March,2000-03-27 04:46:00,Thunderstorm Wind,FORREST,28035,,,,0,0,5000.0,31.16667,-89.31667
5141639,2000,March,2000-03-27 05:00:00,Thunderstorm Wind,HANCOCK,28045,,,,0,0,100.0,30.5,-89.43333
5141631,2000,March,2000-03-29 13:07:00,Hail,PEARL RIVER,28109,0.75,,,0,0,0.0,30.66667,-89.63333
5141630,2000,March,2000-03-29 15:00:00,Hail,JACKSON,28059,2.0,,,0,0,0.0,30.66667,-88.5
5137174,2000,March,2000-03-29 23:55:00,Hail,SHARKEY,28125,0.75,,,0,0,0.0,32.96667,-90.81667
5137175,2000,March,2000-03-30 00:40:00,Hail,YAZOO,28163,0.88,,,0,0,0.0,32.93333,-90.41667
5137176,2000,March,2000-03-30 01:00:00,Thunderstorm Wind,YAZOO,28163,,,,0,0,1000.0,32.83333,-90.26667
5137177,2000,March,2000-03-30 01:15:00,Hail,HOLMES,28051,1.0,,,0,0,0.0,32.88333,-89.96667
5142190,2000,April,2000-04-01 15:24:00,Hail,SIMPSON,28127,0.75,,,0,0,0.0,31.86667,-89.73333
5142191,2000,April,2000-04-01 15:28:00,Hail,SIMPSON,28127,1.75,,,0,0,20000.0,31.86667,-89.73333
5142251,2000,April,2000-04-01 15:30:00,Thunderstorm Wind,JONES,28067,,,,0,0,2000.0,31.61667,-89.18333
5142192,2000,April,2000-04-01 15:34:00,Hail,SMITH,28129,1.75,,,0,0,15000.0,31.83333,-89.43333
5142193,2000,April,2000-04-01 16:00:00,Hail,JASPER,28061,1.0,,,0,0,0.0,31.86667,-89.26667
5143475,2000,April,2000-04-01 16:15:00,Hail,JONES,28067,1.75,,,0,0,25000.0,31.7,-89.13333
5141135,2000,April,2000-04-01 16:25:00,Hail,WAYNE,28153,1.75,,,0,0,0.0,31.8,-88.86667
5142252,2000,April,2000-04-01 17:00:00,Hail,CLARKE,28023,1.75,,,0,0,20000.0,31.85,-88.7
5142253,2000,April,2000-04-01 17:30:00,Hail,SHARKEY,28125,1.75,,,0,0,10000.0,32.93333,-90.86667
5142194,2000,April,2000-04-01 17:30:00,Thunderstorm Wind,ISSAQUENA,28055,,,,0,0,25000.0,32.6,-90.9
5142197,2000,April,2000-04-01 17:30:00,Thunderstorm Wind,WARREN,28149,,,,0,0,25000.0,32.53333,-90.75
5141469,2000,April,2000-04-01 22:45:00,Thunderstorm Wind,CALHOUN,28013,,,,0,0,5000.0,34.0,-89.2
5141470,2000,April,2000-04-01 23:02:00,Hail,CHICKASAW,28017,0.75,,,0,0,20.0,33.9,-89.0
5141471,2000,April,2000-04-01 23:25:00,Thunderstorm Wind,MONROE,28095,,,,0,0,15000.0,34.03333,-88.51667
5142254,2000,April,2000-04-01 23:30:00,Flash Flood,LEFLORE,28083,,,,0,0,100000.0,,
5142255,2000,April,2000-04-01 23:35:00,Flash Flood,GRENADA,28043,,,,0,0,10000.0,,
5142195,2000,April,2000-04-02 05:20:00,Hail,ISSAQUENA,28055,1.75,,,0,0,10000.0,32.63333,-90.86667
5140611,2000,April,2000-04-02 05:45:00,Thunderstorm Wind,YAZOO,28163,,,,0,0,2000.0,32.7,-90.55
5140612,2000,April,2000-04-02 15:15:00,Hail,WARREN,28149,0.75,,,0,0,0.0,32.48333,-90.81667
5142196,2000,April,2000-04-02 15:30:00,Thunderstorm Wind,ISSAQUENA,28055,,,,0,0,25000.0,32.63333,-90.86667
5140614,2000,April,2000-04-02 16:00:00,Thunderstorm Wind,JEFFERSON,28063,,,,0,0,2000.0,31.68333,-90.8
5140613,2000,April,2000-04-02 16:12:00,Hail,YAZOO,28163,1.75,,,0,0,20000.0,32.85,-90.41667
5140615,2000,April,2000-04-02 16:30:00,Thunderstorm Wind,CLAIBORNE,28021,,,,0,0,1000.0,31.88333,-90.98333
5143473,2000,April,2000-04-02 16:50:00,Thunderstorm Wind,LEAKE,28079,,,,0,0,1000.0,32.66667,-89.6
5140618,2000,April,2000-04-02 17:14:00,Hail,HINDS,28049,1.0,,,0,0,0.0,32.11667,-90.53333
5140616,2000,April,2000-04-02 17:15:00,Thunderstorm Wind,LEAKE,28079,,,,0,0,25000.0,32.68333,-89.35
5140619,2000,April,2000-04-02 17:30:00,Tornado,NESHOBA,28099,,,F0,0,0,5000.0,32.83333,-89.11667
5140617,2000,April,2000-04-02 17:40:00,Thunderstorm Wind,NEWTON,28101,,,,0,0,2000.0,32.45,-89.28333
5140620,2000,April,2000-04-02 17:57:00,Hail,SIMPSON,28127,1.0,,,0,0,0.0,31.86667,-89.73333
5140621,2000,April,2000-04-02 18:00:00,Thunderstorm Wind,MADISON,28089,,,,0,0,75000.0,32.78333,-89.83333
5140622,2000,April,2000-04-02 18:00:00,Thunderstorm Wind,KEMPER,28069,,,,0,0,2000.0,32.88333,-88.83333
5140623,2000,April,2000-04-02 18:00:00,Thunderstorm Wind,HINDS,28049,,,,0,0,5000.0,32.33333,-90.16667
5143087,2000,April,2000-04-02 18:00:00,Flash Flood,ADAMS,28001,,,,0,0,10000.0,,
5143086,2000,April,2000-04-02 18:10:00,Thunderstorm Wind,RANKIN,28121,,,,0,0,25000.0,32.25,-90.16667
5143092,2000,April,2000-04-02 18:45:00,Thunderstorm Wind,COPIAH,28029,,,,0,0,20000.0,31.98333,-90.36667
5143088,2000,April,2000-04-02 19:00:00,Flash Flood,HINDS,28049,,,,0,0,5000.0,,
5143089,2000,April,2000-04-02 19:00:00,Thunderstorm Wind,RANKIN,28121,,,,0,0,2000.0,32.2,-90.1
5143090,2000,April,2000-04-02 19:00:00,Flash Flood,RANKIN,28121,,,,0,0,5000.0,,
5143091,2000,April,2000-04-02 19:00:00,Thunderstorm Wind,COPIAH,28029,,,,0,0,2000.0,31.86667,-90.45
5143096,2000,April,2000-04-02 19:13:00,Hail,LINCOLN,28085,0.88,,,0,0,0.0,31.58333,-90.61667
5143095,2000,April,2000-04-02 19:15:00,Hail,NESHOBA,28099,0.75,,,0,0,0.0,32.81667,-89.05
5143094,2000,April,2000-04-02 19:20:00,Thunderstorm Wind,SIMPSON,28127,,,,0,0,5000.0,31.88333,-89.95
5143093,2000,April,2000-04-02 19:30:00,Hail,KEMPER,28069,1.75,,,0,0,10000.0,32.88333,-88.83333
5143097,2000,April,2000-04-02 19:30:00,Thunderstorm Wind,SMITH,28129,,,,0,0,2000.0,32.03333,-89.61667
5142588,2000,April,2000-04-02 19:50:00,Hail,AMITE,28005,1.0,,,0,0,0.0,31.18333,-90.8
5142590,2000,April,2000-04-02 19:53:00,Thunderstorm Wind,AMITE,28005,,,,0,0,100.0,31.03333,-90.66667
5143098,2000,April,2000-04-02 20:00:00,Thunderstorm Wind,LINCOLN,28085,,,,0,0,5000.0,31.53333,-90.5
5142589,2000,April,2000-04-02 20:10:00,Hail,PIKE,28113,1.0,,,0,0,0.0,31.25,-90.43333
5142591,2000,April,2000-04-02 20:15:00,Thunderstorm Wind,PIKE,28113,,,,0,0,5000.0,31.25,-90.46667
