station,station_name,lat,lon,year,last_frost_doy
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2001,87
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2002,82
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2003,90
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2004,82
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2005,77
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2006,85
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2007,98
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2008,85
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2009,63
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2010,66
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2011,70
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2012,57
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2013,87
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2014,106
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2015,87
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2016,62
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2017,75
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2018,98
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2019,91
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2020,67
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2021,92
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2022,72
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2023,79
USW00093862,TUPELO RGNL AP,34.2622,-88.7714,2024,79
USW00093919,MCCOMB AP,31.1822,-90.4719,1980,63
USW00093919,MCCOMB AP,31.1822,-90.4719,1981,79
USW00093919,MCCOMB AP,31.1822,-90.4719,1982,68
USW00093919,MCCOMB AP,31.1822,-90.4719,1983,84
USW00093919,MCCOMB AP,31.1822,-90.4719,1984,67
USW00093919,MCCOMB AP,31.1822,-90.4719,1985,47
USW00093919,MCCOMB AP,31.1822,-90.4719,1986,82
USW00093919,MCCOMB AP,31.1822,-90.4719,1987,95
USW00093919,MCCOMB AP,31.1822,-90.4719,1988,80
USW00093919,MCCOMB AP,31.1822,-90.4719,1989,68
USW00093919,MCCOMB AP,31.1822,-90.4719,1990,80
USW00093919,MCCOMB AP,31.1822,-90.4719,1991,70
USW00093919,MCCOMB AP,31.1822,-90.4719,1992,71
USW00093919,MCCOMB AP,31.1822,-90.4719,1993,74
USW00093919,MCCOMB AP,31.1822,-90.4719,1994,91
USW00093919,MCCOMB AP,31.1822,-90.4719,1995,69
USW00093919,MCCOMB AP,31.1822,-90.4719,1996,82
USW00093919,MCCOMB AP,31.1822,-90.4719,1997,47
USW00093919,MCCOMB AP,31.1822,-90.4719,1998,81
USW00093919,MCCOMB AP,31.1822,-90.4719,1999,75
USW00093919,MCCOMB AP,31.1822,-90.4719,2000,100
USW00093919,MCCOMB AP,31.1822,-90.4719,2001,50
USW00093919,MCCOMB AP,31.1822,-90.4719,2002,64
USW00093919,MCCOMB AP,31.1822,-90.4719,2003,90
USW00093919,MCCOMB AP,31.1822,-90.4719,2004,50
USW00093919,MCCOMB AP,31.1822,-90.4719,2005,77
USW00093919,MCCOMB AP,31.1822,-90.4719,2006,84
USW00093919,MCCOMB AP,31.1822,-90.4719,2007,65
USW00093919,MCCOMB AP,31.1822,-90.4719,2008,106
USW00093919,MCCOMB AP,31.1822,-90.4719,2009,62
USW00093919,MCCOMB AP,31.1822,-90.4719,2010,65
USW00093919,MCCOMB AP,31.1822,-90.4719,2011,44
USW00093919,MCCOMB AP,31.1822,-90.4719,2012,44
USW00093919,MCCOMB AP,31.1822,-90.4719,2013,86
USW00093919,MCCOMB AP,31.1822,-90.4719,2014,85
USW00093919,MCCOMB AP,31.1822,-90.4719,2015,66
USW00093919,MCCOMB AP,31.1822,-90.4719,2016,81
USW00093919,MCCOMB AP,31.1822,-90.4719,2017,47
USW00093919,MCCOMB AP,31.1822,-90.4719,2018,74
USW00093919,MCCOMB AP,31.1822,-90.4719,2019,65
USW00093919,MCCOMB AP,31.1822,-90.4719,2020,60
USW00093919,MCCOMB AP,31.1822,-90.4719,2021,54
USW00093919,MCCOMB AP,31.1822,-90.4719,2022,72
USW00093919,MCCOMB AP,31.1822,-90.4719,2023,79
USW00093919,MCCOMB AP,31.1822,-90.4719,2024,79
