name,lat,lon,pop2023
Wichita,37.68944793598794,-97.34484149496475,396119.0
Overland Park,38.886913504436365,-94.68699418069986,197089.0
Kansas City,39.12346470060873,-94.74426862436519,152933.0
Olathe,38.882864600135164,-94.82027596203189,147461.0
Topeka,39.03466783217008,-95.69542094550312,125475.0
Lawrence,38.95981303687832,-95.2642307822104,96207.0
Shawnee,39.015776758180785,-94.80763037294109,69417.0
Lenexa,38.96090144522432,-94.8018464094575,58536.0
Manhattan,39.18864044390035,-96.60429701164912,53682.0
Salina,38.81300914114071,-97.61420454615869,45792.0
Hutchinson,38.06709964776067,-97.90811077917465,39662.0
Leavenworth,39.32352636008384,-94.92383104444072,37034.0
Leawood,38.907528433298,-94.6258337411933,33980.0
Dodge City,37.76097580740154,-100.01837354758653,27514.0
Garden City,37.97502861383769,-100.85212573216674,27371.0
Derby,37.55716139431993,-97.25490400971724,26233.0
Gardner,38.8113611721958,-94.92799158543096,25378.0
Emporia,38.402628761675146,-96.19301806502517,24105.0
Prairie Village,38.987419014875044,-94.63615685483938,22900.0
Junction City,39.02766148730986,-96.85080061261661,21856.0
Hays,38.88215910978566,-99.32217123990033,21040.0
Pittsburg,37.41272496610901,-94.69838396657727,20504.0
Liberal,37.046562077103665,-100.92771253672387,18999.0
Newton,38.03724388272161,-97.34510710569907,18251.0
Andover,37.687344286617176,-97.13517897727324,15814.0
Great Bend,38.35930247094994,-98.80153235674709,14372.0
McPherson,38.36980175459971,-97.66426569860639,13906.0
El Dorado,37.82153665311993,-96.8623561936471,12919.0
Ottawa,38.599677510287194,-95.26363257347029,12686.0
Arkansas City,37.07262456759058,-97.03855658975922,11765.0
Winfield,37.2740049269771,-96.94996093450682,11669.0
Haysville,37.56479395002261,-97.35259288343568,11268.0
Lansing,39.24280314553105,-94.89713230960663,11221.0
Merriam,39.018621263335646,-94.69334303947589,10875.0
Atchison,39.56250274623094,-95.13676833053202,10670.0
Mission,39.026963397587956,-94.65686969872863,10014.0
Spring Hill,38.75878655856534,-94.82007414191088,9689.0
Bel Aire,37.77490111033969,-97.24570488617996,9537.0
Parsons,37.34049795799493,-95.29579706337265,9362.0
Augusta,37.69559890620921,-96.9918340644412,9245.0
Park City,37.809877063792,-97.32550972427272,8808.0
Coffeyville,37.05194746223127,-95.617946366377,8570.0
Chanute,37.66958918132317,-95.46206060936993,8468.0
Independence,37.21177949770003,-95.73281846120601,8315.0
Basehor,39.13315814662117,-94.93326918873203,7719.0
Bonner Springs,39.081647273144405,-94.87757077203692,7621.0
Wellington,37.26256972990651,-97.4257203991064,7568.0
Fort Scott,37.828296800346145,-94.70385782289603,7565.0
Valley Center,37.83319194799002,-97.36457833981133,7347.0
Mulvane,37.47951537703762,-97.26800758540045,6936.0
Maize,37.774987047015095,-97.46187347656317,6802.0
Roeland Park,39.035838022819185,-94.63739584522696,6712.0
Pratt,37.67643966129304,-98.74509885885865,6546.0
De Soto,38.96874671906622,-94.95491782927607,6539.0
Eudora,38.93448239752249,-95.09593684712188,6466.0
Abilene,38.923084330377165,-97.22548368934262,6443.0
Tonganoxie,39.10883588598369,-95.08101459905409,6102.0
Paola,38.5795892523556,-94.86156270268474,5780.0
Goddard,37.665201446576354,-97.56171088718668,5708.0
Ulysses,37.57734012691212,-101.35464143954674,5616.0
Colby,39.384660104544864,-101.04524580616261,5589.0
Iola,37.92737861265423,-95.4005626631303,5318.0
Louisburg,38.62017556304776,-94.67694674259404,5170.0
Concordia,39.56692776197457,-97.64677494528615,5004.0
Baldwin City,38.77834040834316,-95.18796941451143,4929.0
Wamego,39.205704328142545,-96.3101303256664,4846.0
Edwardsville,39.07650839517247,-94.8166311852968,4641.0
Goodland,39.34894962469118,-101.71415314176592,4403.0
Russell,38.887460048085266,-98.85142374773717,4400.0
Rose Hill,37.57017215045431,-97.13612209350399,4332.0
Osawatomie,38.50635346285192,-94.94858476982057,4241.0
Fairway,39.02451942362519,-94.62873744030604,4158.0
Clay Center,39.38119350525919,-97.12778160067026,4094.0
Scott City,38.47894642137848,-100.90307345813925,3931.0
Baxter Springs,37.01959937632393,-94.73506368405982,3830.0
Lindsborg,38.57737029672013,-97.67379300329067,3811.0
Larned,38.18337947010769,-99.10128269687081,3675.0
Hugoton,37.17449797740164,-101.34474623284927,3613.0
Mission Hills,39.014079142926846,-94.6172379472895,3525.0
Lyons,38.34613554099643,-98.20467731640153,3498.0
Hesston,38.14007206155866,-97.42690688294518,3473.0
Marysville,39.84315683418972,-96.63863954559946,3405.0
Holton,39.469922341707715,-95.73186423322589,3382.0
Frontenac,37.45834758531664,-94.70158220945908,3372.0
Beloit,39.4645143866899,-98.10832164920126,3358.0
Garnett,38.28444474507073,-95.24076487902497,3197.0
Hiawatha,39.85168679572131,-95.53803864238174,3190.0
Ellsworth,38.73265926497857,-98.22854392787887,3133.0
Kingman,37.64793165156827,-98.11659586857037,2890.0
Columbus,37.17162579113517,-94.84418112013,2870.0
Osage City,38.633670406020855,-95.821841740329,2814.0
Galena,37.07516287469795,-94.63536927069119,2752.0
St. Marys,39.19421749433286,-96.06427458354783,2748.0
Hillsboro,38.35272816995995,-97.19918844670876,2688.0
Norton,39.83619747631086,-99.89158529319073,2676.0
Clearwater,37.509983668827154,-97.49753224036503,2642.0
Hoisington,38.51805788082657,-98.77736372654729,2617.0
Burlington,38.19350434700047,-95.74520071006272,2593.0
South Hutchinson,38.027827821003875,-97.94281214420855,2506.0
Sabetha,39.91282550683228,-95.79144699729524,2493.0
Girard,37.50935826918046,-94.84562175842011,2465.0
Kechi,37.82345122053278,-97.28913777939863,2380.0
Sterling,38.209744226987674,-98.20631172340603,2275.0
Eureka,37.82605180046841,-96.28901591428489,2264.0
Phillipsburg,39.75118698126294,-99.32101861416159,2244.0
Neodesha,37.4242143387346,-95.6846870494668,2196.0
Holcomb,37.985989763107305,-100.9935613754217,2190.0
Cheney,37.63530978039571,-97.77972552713848,2160.0
Seneca,39.83802542898588,-96.06948775107192,2142.0
Halstead,38.00173772246422,-97.50852870227713,2138.0
Cherryvale,37.268650606611935,-95.55363016966714,2128.0
Council Grove,38.66165426845402,-96.49079034819769,2125.0
Lakin,37.93999686427819,-101.25844995879515,2121.0
Herington,38.68609240714087,-96.86768179868986,2098.0
Fredonia,37.53280011765118,-95.82218248079346,2073.0
Anthony,37.15899399448832,-98.0419123146443,2069.0
Cimarron,37.80974284237513,-100.34534558029142,1994.0
Belleville,39.824461516378236,-97.63357174029625,1987.0
Oakley,39.12338436085963,-100.84505612051188,1982.0
