PCTILE,REGION,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLORPCT,LOWINCPCT,UNEMPPCT,DISABILITYPCT,LINGISOPCT,LESSHSPCT,UNDER5PCT,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,DWATER,NO2,D2_PM25,D2_OZONE,D2_DSLPM,D2_RSEI_AIR,D2_PTRAF,D2_LDPNT,D2_PNPL,D2_PRMP,D2_PTSDF,D2_UST,D2_PWDIS,D2_DWATER,D2_NO2,D5_PM25,D5_OZONE,D5_DSLPM,D5_RSEI_AIR,D5_PTRAF,D5_LDPNT,D5_PNPL,D5_PRMP,D5_PTSDF,D5_UST,D5_PWDIS,D5_DWATER,D5_NO2
0,AL,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.095384615384615,6.554872158469950,49.224910000000001,0.030161237879448,0.049940660000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.740161538124084,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
1,AL,0.119701899281186,0.674353037899806,0.000000000000000,0.007451284728591,0.000000000000000,0.038494797859691,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.141538461538462,6.972031071038255,49.612859999999998,0.032624110006106,7.773189277799999,1495.894952835989898,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000001412828130,0.000000000000000,1.203217017650605,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.418030205151961,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,AL,0.220670768802599,0.746257960441178,0.000000000000000,0.024965113824816,0.000000000000000,0.053381962864721,0.000000000000000,0.000000000000000,0.000000000000000,0.014794727113532,0.150235897435898,7.130243668852460,49.954585199999997,0.034430318055920,13.627815302800000,3186.009250102534224,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000427811118258,0.000000000000000,1.435823926925659,1.134971998665876,1.724726495928790,1.645130822162195,1.100407863880170,1.140600218335481,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.350436701565762,0.000000000000000,1.002051981114530,2.604937345995490,2.960715032406065,2.855955974508816,2.750797202041937,2.627466433120801,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.688220521594089,0.000000000000000,2.501285044618898
3,AL,0.273581835990210,0.816524523842674,0.007445443426388,0.042829288683495,0.000000000000000,0.059872272485365,0.000000000000000,0.000000000000000,0.000000000000000,0.025663313958566,0.160000000000000,7.226897158469946,50.185760000000002,0.035929795821724,19.969189962400002,4809.208615696866218,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.002278462113351,0.000000000000000,1.603931593894959,1.830056396259279,2.729389885187901,2.684209177432146,2.320221128770470,2.220737916904761,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.970913844514958,0.000000000000000,1.874255373060362,4.885120614598741,5.033729891575543,4.674935136006318,4.913058206263377,5.424622282695467,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.593779028621443,0.000000000000000,4.364687371907258
4,AL,0.319195436432790,0.861524955267540,0.012057555191011,0.052204619326398,0.000000000000000,0.067145675479882,0.000000000000000,0.000000000000000,0.000000000000000,0.034205701575125,0.168205128205128,7.257287075409836,50.407478800000000,0.037446375587601,30.996244059999999,6648.751334111194410,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.017565790952760,0.000000000000000,1.714757003784180,2.943120030379961,3.676699710485285,3.809583196422735,3.250563921084170,3.377608278914485,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.924245155773302,0.000000000000000,2.765987495391317,6.761925254388009,6.580230372756944,6.887872692382266,6.417393797030910,7.258429793145437,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.920356991707293,0.000000000000000,6.453831738973181
5,AL,0.354626810671695,0.924683692808951,0.016101342932299,0.061590530181362,0.000000000000000,0.072199046695878,0.000000000000000,0.000000000000000,0.000000000000000,0.043666487358795,0.173538461538461,7.395734153005460,50.565049999999999,0.039272914434000,39.225686134999997,8578.439954954854329,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.057880545212954,0.000000000000000,1.844040679931641,3.784300557170390,4.573584119207754,4.701603063171305,3.946999458458954,4.499404582401663,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.756525824564941,0.000000000000000,3.685329026269772,8.386487184709635,7.970699039651863,8.910691708281476,7.853174531438997,9.604021269909714,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7.226680961089529,0.000000000000000,8.332969750948157
6,AL,0.391226587331157,0.969696044827418,0.020672059063026,0.072964213854556,0.000000000000000,0.076438986953185,0.000000000000000,0.000000000000000,0.000000000000000,0.051129663065072,0.176410256410256,7.472020676502729,50.675899999999999,0.040910719245759,44.723748914799998,10433.466351483149992,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.133121740047411,0.000000000000000,1.973271002769470,4.611158576940031,5.683939465512730,5.852359297384534,5.019403191033713,5.259217134713237,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.576379940787274,0.000000000000000,4.640512208239884,9.965014568640116,9.208201722893932,10.984417439062470,9.495304927725718,11.783296287583990,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.655241148007145,0.000000000000000,9.921900594268736
7,AL,0.419315496536699,1.018680280951034,0.025970029970030,0.082555231845247,0.000000000000000,0.078913324708926,0.000000000000000,0.000000000000000,0.000000000000000,0.056550172886182,0.179487179487180,7.562553278688530,50.773620000000001,0.042801669377133,52.002676641000001,12407.303753842879814,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.232446557272660,0.000000000000000,2.071370220184326,5.231703194513457,6.893725010694356,6.733410630155610,6.080906615232961,6.437064113670158,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.326990311053880,0.000000000000000,5.581417420749571,11.658267317669420,11.304724881937769,13.470138828524350,11.740239126000500,13.491819499220639,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11.555592886845570,0.000000000000000,11.845743444027381
8,AL,0.452008715368151,1.045542881819528,0.031224168207331,0.093421707421707,0.000000000000000,0.081350304371887,0.000000000000000,0.004963121665496,0.000000000000000,0.060581183957704,0.182482051282051,7.655101639344260,50.859369999999998,0.043997727261264,59.320183702400001,14399.078375752320426,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.405435655260554,0.000000000000000,2.159220218658447,6.138023552647486,8.082522841132032,7.569492437449322,7.004674324372020,7.150906459667231,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.967263868300591,0.000000000000000,6.728434582982872,13.068889029893221,13.576496328367019,15.360786286412100,13.556967254872960,15.229790337348010,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.143210939470590,0.000000000000000,13.960501476714050
9,AL,0.475122122515591,1.080424606420506,0.036508605039576,0.101842704406403,0.000000000000000,0.084577114427861,0.000000000000000,0.008920210224558,0.000000000000000,0.066030786284735,0.183589743589744,7.738396994535520,51.019707599999997,0.045265708491178,67.336045717799990,16188.640060224390254,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.004554500789788,0.728020928753568,0.000000000000000,2.217828683853149,6.770596379252874,9.245872809755230,8.152473624460431,8.032892668686248,7.751296177139662,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.664804407273160,6.798188348311461,0.000000000000000,7.708852296598432,14.289555027174449,15.294541355656010,17.039108623532901,15.917428597699351,17.347167218098651,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12.859247430404050,14.523954711167679,0.000000000000000,15.839384375085469
